"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"41.177.26.15","77.197.210.48","354","378977","264","372913","90","6064","102.243015000","1.8829","1584438.29","25764.81"
"41.177.98.127","128.181.211.197","15","1273","7","581","8","692","102.244038000","1.7601","2640.78","3145.30"
"41.177.26.15","77.197.128.142","345","316531","226","307287","119","9244","102.374670000","16.6501","147644.57","4441.54"
"41.177.26.176","77.197.128.13","2166","1284235","1254","1193815","912","90420","102.452391000","132.0254","72338.53","5478.95"
"41.177.26.176","77.197.128.224","1210","760619","726","711598","484","49021","102.534050000","116.3797","48915.62","3369.73"
"81.67.210.26","244.3.160.239","200","116877","111","98556","89","18321","102.636402000","49.6852","15868.87","2949.93"
"177.71.203.41","244.3.210.197","1956","1809401","702","96577","1254","1712824","102.647386000","72.2014","10700.85","189782.92"
"41.177.26.176","77.197.128.55","1035","625092","616","582642","419","42450","102.738202000","131.6613","35402.46","2579.34"
"41.177.26.91","77.197.210.218","21","17145","13","16329","8","816","102.771950000","0.4090","319366.31","15959.51"
"253.37.253.43","253.180.253.142","10","8879","10","8879","0","0","102.812736000","73.9636","960.36","N/A"
"16.225.66.90","41.177.26.176","229","117720","100","14357","129","103363","102.835927000","126.4183","908.54","6541.02"
"48.244.145.177","244.3.210.197","287","223385","128","43340","159","180045","102.956188000","70.0350","4950.67","20566.29"
"68.224.84.106","244.3.210.197","49","39880","19","1621","30","38259","103.425248000","61.1354","212.12","5006.46"
"244.3.153.34","244.3.202.202","30","4164","15","1275","15","2889","103.761180000","73.1482","139.44","315.96"
"253.37.253.43","253.160.31.248","77","59502","77","59502","0","0","104.072891000","0.6552","726541.22","N/A"
"41.177.26.176","77.197.128.92","371","214026","222","199105","149","14921","104.234227000","125.1533","12727.11","953.77"
"122.145.57.132","244.3.210.197","198","139170","96","34791","102","104379","104.260899000","69.5189","4003.63","12011.58"
"41.177.26.91","77.197.210.198","22","17735","14","16911","8","824","104.392439000","0.4159","325285.82","15849.77"
"41.177.26.176","77.197.128.46","867","521526","512","485840","355","35686","104.432393000","53.9919","71987.14","5287.61"
"41.177.98.143","153.103.26.253","4","362","2","204","2","158","104.610815000","0.1730","9434.83","7307.37"
"41.151.113.41","244.3.210.197","1156","981102","432","56180","724","924922","104.949207000","4.5473","98837.24","1627211.38"
"41.177.98.220","244.3.164.138","49","14327","22","11546","27","2781","105.099729000","109.8252","841.05","202.58"
"244.3.41.71","244.3.41.91","4","1014","4","1014","0","0","105.631205000","0.0002","44817679.56","N/A"
"41.177.26.91","154.176.214.143","2922","3015278","1966","2952269","956","63009","105.796040000","112.4832","209970.43","4481.31"
"253.37.253.43","253.201.253.231","4","3771","4","3771","0","0","105.844968000","17.0403","1770.39","N/A"
"41.177.26.176","77.197.128.108","113","64849","67","60133","46","4716","105.876740000","115.2687","4173.41","327.30"
"253.37.253.167","253.94.153.215","158","14928","66","7024","92","7904","106.008242000","124.8550","450.06","506.44"
"41.177.24.241","244.3.153.55","70","16975","36","7759","34","9216","106.568890000","0.7054","87997.09","104521.35"
"41.177.26.176","77.197.128.150","87","49355","52","45851","35","3504","106.842884000","115.6245","3172.41","242.44"
"41.177.98.98","41.177.230.31","2","188","1","94","1","94","107.680979000","0.0001","N/A","N/A"
"41.177.26.176","244.157.156.98","4","376","2","188","2","188","108.294311000","90.0003","16.71","16.71"
"244.3.31.251","244.3.153.239","12","1368","0","0","12","1368","108.926454000","122.9978","N/A","88.98"
"244.3.4.177","244.3.41.91","3","741","3","741","0","0","108.957775000","0.0006","9320754.72","N/A"
"244.3.202.41","244.3.202.235","1","247","1","247","0","0","108.957895000","0.0000","N/A","N/A"
"41.177.26.176","77.197.128.117","39","25922","23","24274","16","1648","109.464265000","23.5999","8228.52","558.65"
"41.177.46.26","41.177.46.91","12","1720","12","1720","0","0","109.547874000","54.0042","254.80","N/A"
"122.168.72.208","244.3.160.239","9","2694","3","1441","6","1253","109.716944000","0.1359","84825.21","73758.49"
"41.177.161.3","41.177.161.91","9","864","9","864","0","0","110.200671000","1.4998","4608.64","N/A"
"41.177.230.224","253.37.253.167","2","204","1","102","1","102","110.806638000","0.0002","N/A","N/A"
"41.177.98.79","68.157.168.46","16","6240","7","5329","9","911","111.330413000","4.9308","8646.12","1478.07"
"145.95.176.246","244.3.160.239","224","90779","99","20839","125","69940","111.611777000","3.0052","55475.34","186186.74"
"77.91.159.163","244.3.160.239","26","5012","11","1044","15","3968","111.993118000","7.4366","1123.09","4268.60"
"244.3.153.91","244.3.153.235","3","741","0","0","3","741","112.417838000","0.0002","N/A","38000000.00"
"41.177.26.176","149.214.94.34","25","12091","12","10559","13","1532","112.797605000","1.7317","48779.95","7077.46"
"15.71.149.111","41.177.26.46","597","625741","166","12645","431","613096","112.885721000","4.7789","21168.03","1026337.20"
"18.181.90.197","41.177.98.176","358","249123","158","30507","200","218616","113.390120000","96.2578","2535.44","18169.22"
"41.177.26.91","66.163.119.41","649","641198","426","625273","223","15925","113.428616000","2.9875","1674364.49","42644.18"
"41.177.98.176","145.95.149.185","62","46811","38","42469","24","4342","113.817710000","22.3746","15184.75","1552.48"
"41.177.98.143","241.192.102.239","3","298","1","140","2","158","114.033467000","0.1871","N/A","6756.68"
"117.218.106.199","244.3.210.197","529","358726","249","95308","280","263418","114.622806000","55.6284","13706.37","37882.50"
"209.244.18.90","244.3.210.197","48","39971","18","3078","30","36893","114.854149000","57.9717","424.76","5091.17"
"41.177.98.176","151.77.151.91","175","145045","111","135876","64","9169","115.584002000","52.4272","20733.65","1399.12"
"41.177.26.211","244.3.160.254","62","5180","30","2746","32","2434","115.834237000","0.8613","25506.96","22608.87"
"40.248.176.176","244.3.160.239","24","6039","11","2461","13","3578","117.791000000","18.6619","1054.98","1533.82"
"41.177.26.176","77.197.127.110","92","56748","54","52756","38","3992","117.820055000","13.9374","30281.59","2291.38"
"41.177.98.127","68.122.210.16","14","1158","7","529","7","629","117.841132000","1.8256","2318.08","2756.28"
"41.177.13.251","244.3.41.84","73","15887","42","4706","31","11181","118.048685000","33.6683","1118.20","2656.75"
"41.177.98.143","244.160.201.209","3","298","1","140","2","158","118.285956000","0.2186","N/A","5782.33"
"253.37.253.43","253.213.253.214","6","3362","6","3362","0","0","119.013808000","10.1451","2651.12","N/A"
"168.22.164.224","244.3.160.239","12","2734","6","2161","6","573","119.173227000","0.2007","86145.38","22841.88"
"151.72.95.110","244.3.210.197","6","384","0","0","6","384","120.282358000","0.0000","N/A","65361702.13"
"41.177.230.252","244.3.153.48","2","128","1","64","1","64","120.976546000","0.0947","N/A","N/A"
"41.177.230.119","244.3.153.48","2","128","1","64","1","64","120.976551000","0.0949","N/A","N/A"
"244.3.160.239","244.176.48.13","60","9711","30","5589","30","4122","121.094285000","2.0739","21559.22","15900.36"
"41.177.3.91","41.177.3.145","2","244","0","0","2","244","121.098805000","0.0001","N/A","33084745.76"
"244.3.39.102","244.3.39.235","2","494","2","494","0","0","121.145720000","0.0002","23384615.38","N/A"
"244.3.39.95","244.3.39.235","2","494","2","494","0","0","121.145894000","0.0001","27068493.15","N/A"
"244.3.39.61","244.3.39.235","2","494","2","494","0","0","121.145999000","0.0001","26346666.67","N/A"
"41.177.127.194","253.37.253.43","2","174","0","0","2","174","121.196374000","0.0036","N/A","386237.51"
"41.177.71.0","253.37.253.43","3","238","0","0","3","238","121.196523000","0.2849","N/A","6682.11"
"94.2.202.98","244.3.160.239","30","6345","12","2828","18","3517","121.609489000","42.8703","527.73","656.31"
"41.177.98.127","241.16.181.164","14","1145","8","622","6","523","121.768315000","37.5940","132.36","111.29"
"41.177.230.15","41.177.230.117","1","97","1","97","0","0","122.538399000","0.0000","N/A","N/A"
"41.177.98.98","244.3.202.202","16","1408","8","704","8","704","122.905307000","0.9268","6076.78","6076.78"
"41.177.98.142","209.71.102.241","2","128","0","0","2","128","122.994643000","0.0003","N/A","3190031.15"
"244.3.164.108","244.3.164.161","12","1152","12","1152","0","0","123.228014000","1.5397","5985.77","N/A"
"41.177.98.43","244.157.67.98","2","188","1","94","1","94","123.549657000","0.0003","N/A","N/A"
"210.218.218.3","244.3.164.51","2","128","0","0","2","128","123.645720000","0.0004","N/A","2797814.21"
"41.177.116.91","41.177.116.198","1","247","0","0","1","247","123.837636000","0.0000","N/A","N/A"
"253.37.253.43","253.213.108.229","16","14053","16","14053","0","0","124.192791000","45.9998","2444.01","N/A"
"210.218.218.164","244.3.47.229","4","256","0","0","4","256","124.303582000","59.5209","N/A","34.41"
"253.37.253.43","253.213.108.31","13","2628","13","2628","0","0","124.348750000","0.0342","615474.69","N/A"
"41.177.98.143","244.239.193.215","3","298","1","140","2","158","124.916752000","0.1554","N/A","8132.64"
"253.37.253.43","253.116.185.77","11","1767","11","1767","0","0","125.271847000","0.2476","57085.40","N/A"
"40.193.220.98","244.3.210.197","1","64","0","0","1","64","125.282328000","0.0000","N/A","N/A"
"253.37.253.43","253.116.185.84","11","1744","11","1744","0","0","125.283768000","0.3178","43898.37","N/A"
"253.37.253.43","253.213.108.167","11","1670","11","1670","0","0","125.292939000","0.0375","355962.91","N/A"
"253.37.253.43","253.77.108.145","11","1767","11","1767","0","0","125.301823000","0.3140","45019.97","N/A"
"253.37.253.43","253.142.160.113","11","1670","11","1670","0","0","125.309875000","0.0505","264554.46","N/A"
"253.37.253.43","253.205.160.160","11","1647","11","1647","0","0","125.333979000","0.0255","517172.35","N/A"
"18.40.188.181","244.3.61.106","2","132","2","132","0","0","125.371721000","2.9514","357.79","N/A"
"122.188.116.253","244.3.210.197","30","23348","13","2229","17","21119","125.389767000","1.1338","15727.00","149007.89"
"244.3.202.89","244.3.202.235","1","247","1","247","0","0","125.391655000","0.0000","N/A","N/A"
"244.3.4.122","244.3.41.91","3","741","3","741","0","0","125.720580000","0.0006","9409523.81","N/A"
"244.3.202.235","244.3.202.241","1","247","0","0","1","247","125.720691000","0.0000","N/A","N/A"
"41.177.98.143","41.194.224.218","3","298","1","140","2","158","125.838339000","0.1561","N/A","8099.60"
"244.3.31.251","244.3.153.25","15","1548","0","0","15","1548","126.164079000","80.1352","N/A","154.54"
"41.177.116.184","253.37.253.43","1","64","0","0","1","64","126.190203000","0.0000","N/A","N/A"
"41.177.98.98","244.3.31.41","2","128","1","64","1","64","126.297621000","0.0001","N/A","N/A"
"244.3.40.203","244.3.124.91","4","988","4","988","0","0","126.670673000","15.9978","494.07","N/A"
"41.177.31.176","41.177.31.197","4","988","0","0","4","988","126.671568000","15.9980","N/A","494.06"
"90.108.47.67","244.3.210.197","364","261809","164","52565","200","209244","127.265898000","78.1765","5379.11","21412.47"
"33.64.77.46","41.177.230.55","1","66","1","66","0","0","127.354262000","0.0000","N/A","N/A"
"41.177.26.176","224.47.38.154","31","16450","14","13558","17","2892","127.435797000","89.0716","1217.72","259.75"
"241.122.106.43","244.3.210.197","1019","749288","538","61986","481","687302","127.807739000","59.5918","8321.41","92267.94"
"151.241.241.198","244.3.160.239","202","169001","126","161045","76","7956","127.865315000","1.2943","995372.96","49173.75"
"193.90.39.90","244.3.61.142","2","132","2","132","0","0","128.216757000","2.9905","353.12","N/A"
"41.177.4.43","41.177.4.91","1","261","1","261","0","0","128.232199000","0.0000","N/A","N/A"
"253.37.253.121","253.160.108.83","30","15525","17","5683","13","9842","128.350022000","7.2109","6304.92","10919.06"
"253.37.253.43","253.142.253.66","26","11062","26","11062","0","0","128.566988000","51.0645","1733.02","N/A"
"253.37.253.43","253.142.253.210","6","4904","6","4904","0","0","129.024854000","7.6306","5141.43","N/A"
"41.177.26.176","77.197.128.18","2221","1321376","1316","1231254","905","90122","129.030052000","105.3676","93482.56","6842.48"
"77.197.128.12","244.3.210.197","22","16114","10","964","12","15150","129.051648000","0.8799","8764.39","137739.17"
"41.177.26.176","77.197.210.82","878","531366","524","495314","354","36052","129.307807000","61.1399","64810.60","4717.31"
"77.197.210.231","244.3.210.197","27","20309","12","1120","15","19189","129.775165000","1.0863","8248.18","141316.40"
"41.177.98.3","41.225.241.128","6","435","0","0","6","435","130.352677000","10.5240","N/A","330.67"
"253.37.253.251","253.160.108.127","21","4738","11","2160","10","2578","130.374726000","9.2554","1867.01","2228.31"
"41.177.26.91","77.197.128.167","22","17311","13","16426","9","885","130.443147000","0.4157","316107.26","17031.23"
"41.177.26.176","77.197.128.41","1517","919464","898","856674","619","62790","130.501234000","103.4549","66245.20","4855.45"
"41.177.26.15","77.197.210.106","37","30634","23","29435","14","1199","130.721572000","0.9776","240867.98","9811.47"
"244.3.31.251","244.3.153.156","9","1026","0","0","9","1026","131.259377000","11.9992","N/A","684.05"
"90.55.40.204","244.3.160.239","20","4026","10","2103","10","1923","131.265441000","0.1240","135636.95","124027.51"
"41.177.98.127","144.154.4.18","5","322","2","128","3","194","131.692269000","0.0803","12750.59","19325.12"
"41.177.3.81","41.177.106.139","1","102","1","102","0","0","131.849538000","0.0000","N/A","N/A"
"41.177.26.91","77.197.128.143","67","54283","42","51737","25","2546","132.551463000","10.2301","40458.73","1990.99"
"41.177.26.91","77.197.210.81","42","35440","27","33873","15","1567","132.605478000","8.3115","32603.34","1508.26"
"41.177.26.23","41.177.176.254","1","78","0","0","1","78","132.788307000","0.0000","N/A","N/A"
"41.177.26.176","79.108.222.84","7","460","3","198","4","262","133.092899000","0.5761","2749.36","3638.04"
"253.37.253.43","253.160.108.241","188","108191","188","108191","0","0","133.163069000","49.3874","17525.30","N/A"
"41.177.26.91","242.13.197.91","24","14399","12","13197","12","1202","133.551305000","0.3225","327399.93","29820.01"
"91.91.91.91","244.3.31.34","18","1152","0","0","18","1152","133.792277000","0.1252","N/A","73634.93"
"244.3.210.91","244.3.210.241","2","494","0","0","2","494","133.880342000","0.0002","N/A","23807228.92"
"41.177.26.91","77.197.210.2","43","31260","24","29421","19","1839","133.905692000","12.2041","19286.02","1205.50"
"41.177.98.31","41.177.202.202","8","1326","4","352","4","974","134.369886000","0.1622","17359.78","48035.31"
"244.3.210.90","244.3.210.176","36","3456","36","3456","0","0","134.593051000","3.0150","9170.11","N/A"
"203.210.244.128","244.3.210.197","148","119116","63","28849","85","90267","135.054215000","71.1212","3245.05","10153.60"
"41.177.26.15","77.197.128.211","371","358368","253","349829","118","8539","135.124932000","14.1675","197538.60","4821.73"
"41.177.98.127","83.202.121.77","28","2318","14","1062","14","1256","135.174026000","2.0186","4208.95","4977.82"
"244.3.153.25","244.3.153.91","36","3456","36","3456","0","0","135.174067000","6.5886","4196.33","N/A"
"165.33.138.84","244.3.210.197","665","596798","263","45628","402","551170","135.265531000","17.8401","20460.83","247159.56"
"41.177.26.176","95.34.105.67","163","97203","104","87692","59","9511","136.647414000","20.2020","34726.10","3766.36"
"41.177.98.220","244.3.142.106","1190","984291","756","949227","434","35064","137.170821000","89.5648","84785.68","3131.94"
"253.37.253.43","253.176.160.57","45","23386","45","23386","0","0","137.206857000","10.9578","17073.54","N/A"
"41.177.98.142","209.57.198.106","17","8914","9","8143","8","771","137.463553000","17.4096","3741.85","354.29"
"253.37.253.43","253.108.164.75","17","17077","17","17077","0","0","137.752168000","18.1923","7509.54","N/A"
"41.177.230.253","244.3.31.40","4523","2222651","2065","407892","2458","1814759","137.861557000","56.9170","57331.49","255074.47"
"41.177.93.199","244.3.41.84","16","6500","8","711","8","5789","138.215547000","17.8497","318.66","2594.55"
"41.177.26.91","77.197.128.47","26","19921","15","18908","11","1013","138.311293000","0.5030","300702.73","16110.21"
"15.71.149.89","244.3.210.197","179","139867","84","6112","95","133755","139.360013000","1.5073","32438.82","709891.00"
"41.177.3.18","244.3.153.30","52","7793","25","4724","27","3069","139.732666000","60.3279","626.44","406.98"
"244.3.160.239","244.3.164.46","877","337841","486","268372","391","69469","139.766890000","16.2761","131910.06","34145.36"
"92.188.204.180","244.3.160.239","295","79082","138","53340","157","25742","139.792594000","5.0710","84149.73","40610.84"
"253.37.253.43","253.213.108.40","3","1110","3","1110","0","0","139.833264000","3.4997","2537.33","N/A"
"41.13.93.230","244.3.210.197","773","658534","275","36878","498","621656","139.879895000","34.4105","8573.67","144527.19"
"244.3.210.91","244.3.210.225","2","494","0","0","2","494","140.010935000","0.0023","N/A","1689610.94"
"41.177.26.46","223.198.244.193","94","72509","53","69004","41","3505","140.359349000","22.0301","25058.04","1272.80"
"253.37.253.43","253.160.128.224","11","1532","11","1532","0","0","141.059929000","0.2521","48618.91","N/A"
"225.176.139.18","244.3.210.197","1","64","1","64","0","0","141.216988000","0.0000","N/A","N/A"
"41.177.98.176","244.3.177.130","121","82685","73","73909","48","8776","141.793725000","81.9504","7215.00","856.71"
"41.177.98.176","241.82.68.241","455","367394","270","335037","185","32357","143.210477000","51.4077","52137.98","5035.35"
"41.177.218.48","41.177.218.222","1","247","0","0","1","247","143.219883000","0.0000","N/A","N/A"
"41.177.161.91","41.177.161.193","3","741","0","0","3","741","143.220000000","0.0010","N/A","5963782.70"
"253.37.253.43","253.213.108.30","22","20132","22","20132","0","0","143.508399000","90.4697","1780.22","N/A"
"223.75.41.154","244.3.41.120","1","66","1","66","0","0","143.919414000","0.0000","N/A","N/A"
"41.177.98.143","244.56.202.204","3","298","1","140","2","158","144.130401000","0.1834","N/A","6892.87"
"244.3.210.91","244.3.210.203","2","192","0","0","2","192","144.536912000","0.0002","N/A","10172185.43"
"244.3.153.91","244.3.153.111","45","5436","0","0","45","5436","144.910335000","23.2605","N/A","1869.60"
"244.3.31.251","244.3.153.111","3","288","0","0","3","288","144.910740000","2.9989","N/A","768.27"
"244.3.153.34","244.3.153.91","60","6744","60","6744","0","0","145.825824000","64.6350","834.72","N/A"
"253.37.253.43","253.142.108.39","8","5448","8","5448","0","0","146.253789000","74.0344","588.70","N/A"
"41.177.26.176","204.41.197.117","121","69026","66","61881","55","7145","146.265230000","84.1467","5883.15","679.29"
"41.177.26.176","77.197.127.164","12","4941","6","4252","6","689","146.603742000","0.5499","61859.53","10023.80"
"41.177.98.143","224.47.199.136","3","298","1","140","2","158","146.683589000","0.2214","N/A","5707.83"
"41.177.98.142","90.117.252.64","17","8922","9","8143","8","779","147.696918000","17.5906","3703.34","354.28"
"41.177.98.220","244.3.79.163","95","64955","53","61178","42","3777","147.737584000","81.6806","5991.92","369.93"
"244.3.39.235","244.3.39.241","2","494","0","0","2","494","149.668190000","0.0002","N/A","24700000.00"
"41.177.24.241","244.3.153.77","120","38765","68","34328","52","4437","150.121086000","3.2697","83990.35","10856.01"
"41.177.98.176","151.77.205.22","615","477529","354","426717","261","50812","152.381747000","72.8829","46838.66","5577.39"
"81.67.217.159","244.3.160.239","102","108952","79","106443","23","2509","152.406431000","0.7778","1094860.27","25807.28"
"244.3.41.84","244.3.47.24","4","256","2","128","2","128","153.455103000","0.3407","3005.85","3005.85"
"194.66.204.4","244.3.41.84","5","320","2","128","3","192","153.455910000","0.3024","3386.30","5079.45"
"244.3.41.84","244.3.167.79","5","359","2","146","3","213","153.456417000","0.0147","79283.19","115666.58"
"41.177.142.167","244.3.41.84","4","256","2","128","2","128","153.456781000","0.1702","6014.75","6014.75"
"41.177.93.23","244.3.41.84","4","256","2","128","2","128","153.457478000","0.2192","4672.07","4672.07"
"244.3.34.145","244.3.41.84","4","256","2","128","2","128","153.458284000","0.1584","6463.91","6463.91"
"41.177.43.106","244.3.41.84","4","256","2","128","2","128","153.458612000","0.1278","8010.76","8010.76"
"244.3.34.121","244.3.41.84","4","256","2","128","2","128","153.458972000","0.1585","6458.65","6458.65"
"194.66.108.214","244.3.41.84","10","3060","4","274","6","2786","153.459483000","59.8337","36.63","372.50"
"244.3.41.84","244.3.161.161","4","256","2","128","2","128","153.460037000","0.1264","8101.33","8101.33"
"194.66.220.177","244.3.41.84","5","320","2","128","3","192","153.460733000","0.2978","3438.26","5157.39"
"244.3.41.84","244.3.92.253","5","359","2","146","3","213","153.460986000","0.0112","104072.00","151831.06"
"41.177.142.244","244.3.41.84","4","256","2","128","2","128","153.461156000","0.2114","4844.81","4844.81"
"41.177.13.193","244.3.41.84","4","256","2","128","2","128","153.461290000","0.1861","5502.09","5502.09"
"244.3.41.84","244.3.77.218","4","256","2","128","2","128","153.461667000","0.2053","4987.36","4987.36"
"47.167.92.130","244.3.41.84","4","256","2","128","2","128","153.461979000","0.2296","4460.30","4460.30"
"41.177.159.241","244.3.41.84","4","256","2","128","2","128","153.462486000","0.1454","7044.53","7044.53"
"203.22.116.244","244.3.41.84","5","320","2","128","3","192","153.463288000","0.2941","3482.00","5223.00"
"41.177.181.145","244.3.41.84","4","256","2","128","2","128","153.463603000","0.2113","4846.10","4846.10"
"41.177.103.151","244.3.41.84","4","289","2","143","2","146","153.463993000","0.1489","7683.83","7845.03"
"41.177.150.71","244.3.41.84","4","256","2","128","2","128","153.464420000","0.1353","7569.21","7569.21"
"47.167.92.164","244.3.41.84","4","256","2","128","2","128","153.464731000","0.1311","7813.51","7813.51"
"194.66.204.151","244.3.41.84","5","320","2","128","3","192","153.465167000","0.2927","3498.51","5247.77"
"244.3.41.84","244.3.106.12","3","192","2","128","1","64","153.466048000","0.2924","3502.24","N/A"
"194.66.204.46","244.3.41.84","5","362","2","146","3","216","153.466418000","0.2917","4004.07","5923.83"
"41.177.100.56","244.3.41.84","4","256","2","128","2","128","153.466801000","0.1798","5696.64","5696.64"
"41.177.161.111","244.3.41.84","4","256","2","128","2","128","153.467487000","0.2109","4855.57","4855.57"
"41.177.181.38","244.3.41.84","4","256","2","128","2","128","153.468292000","0.2002","5114.94","5114.94"
"47.167.26.34","244.3.41.84","4","256","2","128","2","128","153.468613000","0.1868","5482.86","5482.86"
"244.3.20.25","244.3.41.84","4","256","2","128","2","128","153.468984000","0.2119","4832.10","4832.10"
"203.22.57.0","244.3.41.84","5","320","2","128","3","192","153.469740000","0.2874","3562.42","5343.63"
"244.3.41.84","244.3.149.55","4","256","2","128","2","128","153.470116000","0.2162","4735.79","4735.79"
"41.177.43.119","244.3.41.84","4","256","2","128","2","128","153.470487000","0.1979","5173.26","5173.26"
"194.66.143.80","244.3.41.84","5","320","2","128","3","192","153.470983000","0.2866","3573.27","5359.91"
"41.177.142.84","244.3.41.84","4","289","2","143","2","146","153.471672000","0.0172","66639.48","68037.51"
"41.177.242.152","244.3.41.84","2","128","2","128","0","0","153.471808000","0.2599","3939.70","N/A"
"244.3.41.84","244.3.41.161","4","256","2","128","2","128","153.472048000","0.1225","8356.93","8356.93"
"41.177.64.0","244.3.41.84","4","256","2","128","2","128","153.473048000","0.1739","5888.58","5888.58"
"41.177.93.235","244.3.41.84","4","256","2","128","2","128","153.473552000","0.1381","7414.43","7414.43"
"41.177.136.15","244.3.41.84","4","256","2","128","2","128","153.473926000","0.1304","7851.62","7851.62"
"47.124.77.164","244.3.41.84","4","256","2","128","2","128","153.474991000","0.2452","4175.59","4175.59"
"41.177.72.67","244.3.41.84","4","256","2","128","2","128","153.475556000","0.2204","4645.85","4645.85"
"41.197.164.55","244.3.41.84","4","256","2","128","2","128","153.476110000","0.1442","7103.51","7103.51"
"244.3.41.84","244.3.241.123","4","256","2","128","2","128","153.476493000","0.1389","7374.07","7374.07"
"41.177.181.208","244.3.41.84","4","256","2","128","2","128","153.476924000","0.2139","4788.22","4788.22"
"41.177.93.34","244.3.41.84","4","256","2","128","2","128","153.477381000","0.1458","7023.27","7023.27"
"41.177.142.26","244.3.41.84","4","256","2","128","2","128","153.477616000","0.2129","4809.68","4809.68"
"244.3.41.84","244.3.235.84","4","256","2","128","2","128","153.478305000","0.1412","7252.79","7252.79"
"41.177.37.102","244.3.41.84","4","256","2","128","2","128","153.478555000","0.1574","6506.54","6506.54"
"41.177.142.91","244.3.41.84","4","256","2","128","2","128","153.479060000","0.1865","5490.32","5490.32"
"94.145.155.113","244.3.41.84","5","320","2","128","3","192","153.479617000","0.2772","3694.23","5541.35"
"41.197.164.47","244.3.41.84","4","256","2","128","2","128","153.480061000","0.1968","5202.01","5202.01"
"194.66.204.159","244.3.41.84","5","320","2","128","3","192","153.480308000","0.2774","3691.74","5537.61"
"194.66.13.193","244.3.41.84","5","362","2","146","3","216","153.480874000","0.2761","4229.97","6258.04"
"244.3.41.84","244.3.77.160","4","256","2","128","2","128","153.481432000","0.1577","6494.66","6494.66"
"41.177.90.57","244.3.41.84","4","256","2","128","2","128","153.481624000","0.1646","6221.52","6221.52"
"145.95.75.108","244.3.41.84","4","256","2","128","2","128","153.482061000","0.1915","5347.48","5347.48"
"244.3.41.84","244.3.47.26","4","256","2","128","2","128","153.482995000","0.3171","3229.55","3229.55"
"41.177.242.231","244.3.41.84","2","128","2","128","0","0","153.483322000","0.1816","5638.83","N/A"
"224.143.111.111","244.3.41.84","5","320","2","128","3","192","153.483825000","0.2729","3752.80","5629.20"
"244.3.41.84","244.3.157.123","4","256","2","128","2","128","153.484363000","0.1335","7669.89","7669.89"
"244.3.153.91","244.3.153.156","3","741","0","0","3","741","154.493154000","0.0002","N/A","37518987.34"
"244.3.31.251","244.3.153.77","6","576","0","0","6","576","154.681574000","62.1079","N/A","74.19"
"15.225.98.142","41.177.98.142","21","9188","12","1041","9","8147","155.096958000","20.1287","413.74","3237.96"
"48.90.252.46","244.3.210.197","997","743312","485","61859","512","681453","155.221901000","59.5110","8315.64","91607.00"
"253.37.253.43","253.213.108.230","3","194","3","194","0","0","155.448296000","0.1158","13399.29","N/A"
"41.177.24.241","244.3.153.22","19","5132","10","3126","9","2006","155.509124000","0.7772","32177.13","20648.53"
"91.91.91.91","244.3.39.71","4","1002","0","0","4","1002","155.912718000","0.0002","N/A","32987654.32"
"41.177.155.193","215.108.241.38","1","64","0","0","1","64","156.349536000","0.0000","N/A","N/A"
"41.177.26.91","151.43.219.4","23","10112","11","8705","12","1407","156.645679000","9.0081","7730.86","1249.55"
"41.177.98.197","244.3.185.120","201","38162","100","21044","101","17118","156.786128000","0.4994","337103.13","274212.67"
"41.177.98.127","197.193.211.106","28","2320","14","1060","14","1260","157.120348000","36.3239","233.45","277.50"
"122.155.141.12","244.3.160.239","238","137704","100","17006","138","120698","158.181962000","2.4538","55442.76","393498.21"
"41.177.211.185","244.3.160.239","2469","1152990","1036","204400","1433","948590","158.350084000","52.0474","31417.53","145804.10"
"244.3.153.22","244.3.153.91","45","5436","45","5436","0","0","158.716614000","23.2606","1869.60","N/A"
"77.197.128.153","244.3.210.197","22","16142","10","968","12","15174","159.061689000","0.8565","9041.28","141727.65"
"77.197.210.128","244.3.210.197","68","54618","27","2275","41","52343","159.217618000","7.2548","2508.69","57719.75"
"244.3.202.202","244.3.210.197","8","1628","4","1268","4","360","159.352688000","6.5144","1557.15","442.09"
"41.177.26.91","77.197.210.202","19","15142","12","14367","7","775","159.479410000","0.4697","244702.96","13200.03"
"244.3.41.81","244.3.41.91","42","4298","42","4298","0","0","159.490452000","4.0016","8592.61","N/A"
"41.177.3.77","41.177.3.91","12","1152","12","1152","0","0","159.500423000","31.9766","288.21","N/A"
"41.177.46.91","41.177.46.241","2","494","0","0","2","494","159.557533000","0.0002","N/A","19959595.96"
"41.177.26.91","77.197.217.218","22","17313","13","16433","9","880","160.209091000","0.4255","308963.57","16545.24"
"41.177.26.15","77.197.217.152","14","9337","8","8595","6","742","160.355535000","0.6745","101942.94","8800.66"
"41.177.26.91","100.176.176.67","893","1161782","763","1152096","130","9686","160.707388000","5.6144","1641631.85","13801.67"
"79.46.215.185","244.3.210.90","31","4539","13","1506","18","3033","160.890938000","2.1038","5726.91","11533.68"
"41.177.192.117","244.3.160.239","1809","1097096","693","82565","1116","1014531","161.112282000","16.9475","38974.55","478906.14"
"41.177.254.197","244.3.160.239","1512","1074733","890","995196","622","79537","161.183246000","16.4823","483037.59","38604.82"
